ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume
PK0009201010,ATLH,Atlas Honda Limited. ,440.0,0.3,12408794,5459869360.0,12408794,5459869360.0,3900
PK0024501014,ATRL,Attock Refinery Limited. ,140.9,0.33,42646500,6008891850.0,42646500,6008891850.0,1158000
PK0078701015,BAFL,Bank Alfalah Ltd. ,34.97,1.38,710866048,24858985698.56,710866048,24858985698.56,330099
PK0051601018,BAHL,Bank Al-Habib Ltd. ,62.61,2.51,722426520,45231124417.2,722426520,45231124417.2,884364
PK0051701016,BNWM,Bannu Woollen Mills Limited. ,37.05,0.01,4277813,158492971.65,4277813,158492971.65,19500
PK0045001010,BOP,Bank Of Punjab. ,9.25,0.57,1115986617,10322876207.25,1115986617,10322876207.25,14270500
PK0078401012,BYCO,BYCO Petroleum Pak Ltd. ,9.95,0.29,532988471,5303235286.45,532988471,5303235286.45,6653000
PK0029801013,CHCC,Cherat Cement Co. Ltd. ,124.34,0.74,106862271,13287254776.14,106862271,13287254776.14,985500
PK0028001011,COLG,Colgate Palmolive (Pak) Ltd.(XB) ,2834.0,0.99,6330051,17939364534.0,6330051,17939364534.0,0
PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,125.31,2.17,312836625,39201557478.75,312836625,39201557478.75,19700
PK0099001023,DCR,Dolmen City REIT. ,10.97,0.34,555925000,6098497250.0,555925000,6098497250.0,36000
PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,109.58,1.33,219059559,24004546475.22,219059559,24004546475.22,2291871
PK0099701010,EFERT,Engro Fertilizers Limited. ,61.27,2.04,600884719,36816206733.13,600884719,36816206733.13,1082656
PK0000201019,EFUG,E. F. U. Gen Insurance Ltd. ,121.83,0.47,70000000,8528100000.0,70000000,8528100000.0,0
PK0012101017,ENGRO,Engro Corporation Limited. ,300.74,5.28,316889777,95301431534.98,316889777,95301431534.98,301106
PK0092201018,EPCL,Engro Polymer & Chemicals Ltd. ,44.01,0.78,318123167,14000600579.67,318123167,14000600579.67,3412500
PK0070501017,FABL,Faysal Bank Limited. ,17.31,0.36,379424131,6567831707.61,379424131,6567831707.61,301000
PK0091601010,FATIMA,Fatima Fertilizer Co Ltd. ,28.74,0.5,315000000,9053100000.0,315000000,9053100000.0,4134500
PK0074501013,FCCL,Fauji Cement Co Ltd. ,20.35,0.86,758898264,15443579672.4,758898264,15443579672.4,8294000
PK0096501017,FCEPL,Frieslandcampina Engro Pakistan Ltd. ,73.27,0.31,76659608,5616849478.16,76659608,5616849478.16,55000
PK0074601011,FFBL,Fauji Fertilizer Bin Qasim Ltd. ,18.7,0.34,326938500,6113749950.0,326938500,6113749950.0,3757500
PK0053401011,FFC,Fauji Fertilizer Co. Ltd. ,107.39,4.17,699731036,75144115956.04,699731036,75144115956.04,546664
PK0029901011,FHAM,First Habib Mod. ,11.56,0.11,171360000,1980921600.0,171360000,1980921600.0,88000
PK0021001018,FML,Feroze1888 Mills Ltd. ,105.08,0.33,56520145,5939136836.6,56520145,5939136836.6,576000
PK0064101014,GADT,Gadoon Textile Mills Ltd. ,199.92,0.09,8408875,1681102290.0,8408875,1681102290.0,8300
PK0053901010,GATI,Gatron (Industries) Ltd. ,668.67,0.07,1918224,1282652511.94,1918224,1282652511.94,0
PK0015201012,GATM,Gul Ahmed Textile Mills Ltd. ,38.57,0.27,128338389,4950011663.73,128338389,4950011663.73,571000
PK0064301010,GHGL,Ghani Glass Ltd. ,52.44,0.31,108308533,5679699470.52,108308533,5679699470.52,12000
PK0001301016,GLAXO,Glaxo SmithKline Pakistan Ltd. ,174.2,0.5,51760668,9016708365.6,51760668,9016708365.6,31700
PK0112101016,GSKCH,Glaxo SmithKline Healthcare Pak Ltd. ,289.65,0.25,15503855,4490691600.75,15503855,4490691600.75,10000
PK0108001014,HASCOL,Hascol Petroleum Ltd. ,16.69,0.55,599472408,10005194489.52,599472408,10005194489.52,53935339
PK0085101019,HBL,Habib Bank Limited. ,136.85,5.57,733426254,100369382859.9,733426254,100369382859.9,849739
PK0064901017,HCAR,Honda Atlas Cars (Pak) Ltd. ,276.0,0.44,28560000,7882560000.0,28560000,7882560000.0,671800
PK0024701010,HGFA,HBL Growth Fund ,9.43,0.14,264000138,2489521301.34,264000138,2489521301.34,1000
PK0070701013,HINOON,Highnoon Laboratories Ltd. ,611.0,0.47,13845978,8459892558.0,13845978,8459892558.0,850
PK0055401019,HMB,Habib Metropolitn Bank Limited. ,33.0,0.86,471524166,15560297478.0,471524166,15560297478.0,54500
PK0065001015,HUBC,Hub Power Company Limited. ,79.25,4.28,972865790,77099613857.5,972865790,77099613857.5,1255797
PK0003101018,ICI,ICI Pakistan Limited.(XD) ,709.63,0.55,13853858,9831113252.54,13853858,9831113252.54,12400
PK0032601012,IGIHL,IGI Holdings Limited. ,204.83,0.41,35657638,7303753991.54,35657638,7303753991.54,4400
PK0114501015,ILP,Interloop Limited.(XD) ,72.0,0.52,130410000,9389520000.0,130410000,9389520000.0,2484000
PK0054501017,INDU,Indus Motor Company Ltd.(XD) ,1285.6,0.96,13441614,17280538958.4,13441614,17280538958.4,1000
PK0028501010,INIL,International Industries Ltd. ,143.51,0.47,59346846,8516865869.46,59346846,8516865869.46,281000
PK0102001010,ISL,International Steels Limited. ,72.92,0.53,130500000,9516060000.0,130500000,9516060000.0,1498500
PK0054701013,JDWS,J. D. W. Sugar Mills Ltd. ,225.0,0.11,8966499,2017462275.0,8966499,2017462275.0,500
PK0074201010,JLICL,Jubliee Life Insurance Co Ltd. ,447.29,0.43,17452750,7806440547.5,17452750,7806440547.5,74000
PK0083101011,KAPCO,Kot Addu Power Company. ,27.15,0.69,455719113,12372773917.95,455719113,12372773917.95,6383000
PK0000501012,KEL,K-Electric Limited. ,3.74,0.57,2761519425,10328082649.5,2761519425,10328082649.5,5315000
PK0075001013,KOHC,Kohat Cement Co. Ltd. ,196.72,0.66,60258389,11854030284.08,60258389,11854030284.08,127900
PK0018101011,KTML,Kohinoor Textile Mills Ltd. ,57.5,0.72,224472342,12907159665.0,224472342,12907159665.0,14500
PK0077901012,LOTCHEM,Lotte Chemical Pakistan Ltd. ,11.9,0.25,378551802,4504766443.8,378551802,4504766443.8,2045500
PK0071501016,LUCK,Lucky Cement Limited. ,654.95,4.7,129350000,84717782500.0,129350000,84717782500.0,446269
PK0066301018,MARI,Mari Petroleum Company Ltd. ,1328.88,1.97,26680500,35455182840.0,26680500,35455182840.0,23780
PK0055601014,MCB,MCB Bank Limited. ,176.45,4.06,414771002,73186343302.9,414771002,73186343302.9,299880
PK0077401013,MEBL,Meezan Bank Limited. ,81.9,1.61,353680696,28966449002.4,353680696,28966449002.4,575074
PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,38.81,1.06,494255804,19182067753.24,494255804,19182067753.24,10268322
PK0009801017,MTL,Millat Tractors Limited. ,910.0,1.13,22423100,20405021000.0,22423100,20405021000.0,56550
PK0000601010,MUREB,Murree Brewery Company Ltd. ,585.0,0.4,12448634,7282450890.0,12448634,7282450890.0,100
PK0037801013,NATF,National Foods Ltd.(XDXB) ,229.55,0.71,55947702,12842794994.1,55947702,12842794994.1,57100
PK0078001010,NBP,National Bank Of Pakistan. ,38.67,1.09,506995587,19605519349.29,506995587,19605519349.29,1175500
PK0048001017,NCL,Nishat (Chunia) Ltd. ,38.91,0.23,108053563,4204364136.33,108053563,4204364136.33,1345500
PK0025101012,NESTLE,Nestle Pakistan Ltd. ,6510.0,0.82,2267479,14761288290.0,2267479,14761288290.0,160
PK0005501017,NML,Nishat Mills Ltd. ,102.36,0.9,158219932,16195392239.52,158219932,16195392239.52,1059000
PK0080201012,OGDC,Oil & Gas Development Company Ltd. ,105.5,3.77,645139260,68062191930.0,645139260,68062191930.0,1942314
PK0034501012,OLPL,Orix Leasing Pakistan Ltd. ,27.9,0.13,83527451,2330415882.9,83527451,2330415882.9,19000
PK0034601010,PAEL,Pak Elektron Ltd. ,34.56,0.48,248840743,8599936078.08,248840743,8599936078.08,12493000
PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,61.33,0.97,285397499,17503428613.67,285397499,17503428613.67,1472184
PK0108801017,SPWL,Saif Power Ltd. ,16.18,0.17,193235890,3126556700.2,193235890,3126556700.2,17000
PK0016401017,SRVI,Service Industries. ,725.5,0.38,9397491,6817879720.5,9397491,6817879720.5,3150
PK0002801014,SSGC,Sui Southern Gas Co Ltd. ,16.18,0.29,325063387,5259525601.66,325063387,5259525601.66,745000
PK0057401017,STJT,Shahtaj Textile Ltd. ,110.49,0.01,1449000,160100010.0,1449000,160100010.0,500
PK0109001013,SYS,Systems Limited. ,284.1,1.17,74060941,21040713338.1,74060941,21040713338.1,87200
PK0011301014,THALL,Thal Limited. ,423.06,0.76,32411964,13712205489.84,32411964,13712205489.84,18200
PK0079201015,TRG,TRG Pakistan Ltd. ,49.01,1.26,463582065,22720157005.65,463582065,22720157005.65,21436500
PK0081901016,UBL,United Bank Ltd. ,122.88,3.34,489671875,60170880000.0,489671875,60170880000.0,812785
PK0068801015,UNITY,Unity Foods Limited. ,17.16,0.47,497025000,8528949000.0,497025000,8528949000.0,34986500
